property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,shri banke bihari society,sector 56,1.35,6750,3,3,3,5,Old Property,1800.0,0,0,0,0,1,2,82
flat,shree vardhman victoria,sector 70,1.64,8384,3,5,3,3,Relatively New,1527.0,0,1,0,0,0,0,51
flat,m3m golfestate,sector 65,4.94,16234,3,4,3,15,Moderately Old,2754.0,0,1,0,0,0,0,165
flat,bestech park view spa next,sector 67,3.32,12600,4,5,3+,12,Moderately Old,2385.0,0,1,0,0,0,2,174
flat,allure homes,sector 12,0.72,7273,2,2,1,2,Relatively New,1100.0,0,0,0,0,1,2,16
flat,shri banke bihari society,sector 56,1.35,9643,3,3,3+,4,Old Property,1450.0,0,0,0,0,1,2,174
house,Emaar MGF Marbella,sector 66,8.7,38667,4,5,2,3,New Property,2250.0,1,1,0,0,0,0,144
flat,gls arawali homes,sohna road,0.29,6029,2,2,2,9,Relatively New,534.0,0,0,0,0,0,0,55
flat,signature global city 81,sector 81,0.96,9766,2,2,2,1,New Property,1194.0,0,0,0,0,0,0,49
flat,bestech park view residency,sector 2,1.4,7865,3,3,3+,6,Old Property,1611.0,0,0,0,0,0,1,107
flat,signature global city,sector 37d,1.0,8163,3,3,3,4,New Property,1250.0,0,0,0,0,0,0,49
house,independent,sector 9a,4.5,14286,9,9,3+,3,Relatively New,3150.0,1,0,0,1,1,2,38
flat,dlf the grove,sector 54,5.7,41245,3,3,3,1,Moderately Old,1382.0,0,0,0,0,0,0,46
flat,emaar imperial gardens,sector 102,1.91,9550,3,4,2,17,Relatively New,1587.0,1,1,0,0,0,2,152
flat,alpha corp gurgaonone,sector 84,2.2,7586,4,4,3,10,Relatively New,3222.0,0,1,0,0,0,0,21
flat,ss the leaf,sector 85,1.1,9565,2,2,3,10,Relatively New,1600.0,0,0,0,1,0,0,150
flat,dlf the primus,sector 82a,2.2,10516,3,3,3+,16,Relatively New,1893.0,0,1,0,0,0,1,174
flat,breez global hill view,sohna road,0.3,5128,2,2,1,11,New Property,650.0,0,0,0,0,0,0,91
flat,alpha corp gurgaonone,sector 84,1.5,7641,3,3,3,20,Relatively New,1833.0,0,1,0,0,0,2,37
flat,tarc maceo,sector 91,1.4,7407,3,3,3+,7,Relatively New,1700.0,0,0,0,0,0,0,76
flat,pioneer park,sector 61,2.04,14624,3,3,3+,16,Moderately Old,1595.0,0,1,0,0,0,2,165
flat,m3m woodshire,sector 107,0.8,5857,2,2,3+,14,New Property,1236.0,0,0,0,0,0,0,67
house,independent,sector 25,10.0,37037,5,6,3,3,Old Property,2700.0,0,1,1,0,0,2,64
flat,maa bhagwati residency,sector 7,0.45,5000,2,2,1,4,Relatively New,1000.0,0,0,0,0,0,0,28
flat,adani brahma samsara vilasa,sector 63,3.0,16667,3,3,3,3,New Property,2000.0,0,0,0,0,0,0,24
flat,vatika gurgaon,sector 83,1.12,6455,3,3,2,17,Moderately Old,1500.0,0,0,0,0,0,2,111
flat,emaar gurgaon greens,sector 102,1.42,8606,3,3,3,4,Relatively New,1314.0,0,0,0,0,1,0,49
house,International City by SOBHA Phase 2,sector 109,7.0,12963,4,4,3+,2,Relatively New,5400.0,0,0,0,0,0,2,102
house,DLF City Phase 1,sector 26,4.5,33333,3,3,2,2,Moderately Old,1350.0,1,1,0,0,0,0,70
flat,sbtl caladium,sector 109,1.3,6915,3,2,3,16,Moderately Old,1701.0,0,0,0,0,0,0,134
house,Eldeco Mansionz,sector 48,6.0,22222,4,4,3+,2,Moderately Old,2700.0,0,1,0,0,0,0,69
flat,smart world gems,sector 89,1.71,12000,3,2,0,3,New Property,1423.0,0,0,0,0,0,0,45
flat,emaar imperial gardens,sector 102,1.98,9900,3,3,3+,9,Relatively New,2222.0,0,1,0,0,0,2,72
flat,m3m woodshire,sector 107,1.45,6141,3,4,3+,7,Relatively New,1900.0,0,1,0,0,0,0,67
flat,smart world gems,sector 89,0.9,8160,2,2,2,2,New Property,998.0,1,0,0,0,1,0,44
flat,pyramid urban homes 2,sector 86,0.41,8283,2,2,1,7,New Property,557.0,1,1,0,1,1,0,49
flat,ss the leaf,sector 85,1.14,6951,2,2,3,4,Relatively New,1484.0,0,0,0,0,0,0,109
flat,m3m latitude,sector 65,4.7,19748,3,3,3+,9,Relatively New,2380.0,0,1,0,1,0,2,44
house,independent,sector 57,3.3,19097,4,4,2,3,Moderately Old,1728.0,0,0,1,0,0,2,60
flat,zara aavaas,sector 104,0.26,7808,1,1,2,0,Relatively New,301.0,0,0,0,0,0,0,91
flat,signature andour heights,sector 71,0.55,8607,2,2,1,7,Relatively New,600.0,0,0,0,0,0,2,24
flat,m3m heights,sector 65,2.44,13297,3,3,2,7,New Property,1654.0,0,0,0,0,0,0,31
flat,tata primanti,sector 72,4.1,13726,3,3,3,8,Moderately Old,2308.0,0,1,0,0,0,0,38
flat,ats triumph,sector 104,2.0,8734,3,4,3+,4,Relatively New,2072.0,0,1,0,0,0,0,60
flat,bestech park view residency,sector 2,0.98,6960,2,2,3,0,Moderately Old,1281.0,0,0,0,0,0,0,85
flat,sare homes,sector 92,0.6,5000,3,2,3,4,Moderately Old,1333.0,0,0,0,0,0,2,49
house,independent,sector 10a,3.6,19608,3,4,3,3,Moderately Old,1836.0,0,0,0,1,0,2,28
house,Sector 57 Huda,sector 57,3.8,26063,2,8,3+,4,Relatively New,1458.0,0,0,1,1,0,2,94
flat,shyam sadan,sector 3 phase 2,0.55,6471,2,2,1,4,Relatively New,778.0,1,0,0,0,0,2,69
flat,ansal heights 86,sector 86,0.74,5441,2,2,1,11,Under Construction,1231.0,0,0,0,0,1,0,45
flat,dlf belvedere towers,sector 25,3.7,17619,4,4,3,18,Old Property,2333.0,0,1,0,0,0,2,26
flat,godrej nature plus,sector 33,1.08,13123,2,2,3,8,New Property,85.0,0,0,0,0,0,0,56
flat,the lions cghs,sector 56,2.05,9535,4,4,3,7,Relatively New,2000.0,0,1,0,0,1,2,49
house,Vipul Tatvam Villa,sector 48,7.25,22377,4,4,3,2,Relatively New,3240.0,1,1,1,1,0,2,103
flat,smart world gems,sector 89,1.0,9009,2,2,3,3,New Property,1233.0,1,0,0,0,1,0,99
house,Vipul Tatvam Villa,sector 48,8.5,26235,4,4,1,0,Relatively New,3240.0,0,0,0,0,0,0,21
flat,paras dews,sector 106,1.4,9979,4,6,3+,10,Relatively New,1535.0,0,1,0,0,0,0,174
flat,nagata group housing society,sector 1,0.85,3696,3,3,3+,4,Relatively New,2081.0,0,1,0,0,0,0,5
flat,signature global solera,sector 107,0.3,6135,2,2,1,5,Relatively New,544.0,0,0,0,0,0,0,57
house,SS Hibiscus,sector 50,12.5,40850,4,4,3+,2,Relatively New,3060.0,1,1,0,0,0,1,160
flat,eldeco accolade,sohna road,0.85,6725,2,2,3,10,New Property,978.0,0,0,0,0,0,0,72
flat,trisara our homes 3,sohna road,0.36,5980,2,2,1,1,New Property,522.0,0,0,0,0,0,0,45
flat,shri balaji apartment,sector 12,0.35,4037,2,2,1,1,Moderately Old,737.0,0,0,0,0,0,0,23
flat,m3m heights,sector 65,1.99,15794,2,2,2,26,New Property,1140.0,0,0,0,0,0,0,48
flat,dlf regal gardens,sector 90,1.19,5504,3,3,2,11,Relatively New,1562.0,0,0,0,0,1,0,88
flat,mapsko mount ville,sector 79,1.28,8556,3,3,3,16,Relatively New,1265.0,1,0,0,0,0,2,128
flat,conscient heritage max,sector 102,1.75,9011,3,4,3+,13,Relatively New,1757.0,0,1,0,0,0,2,94
house,independent,sector 7,0.27,12000,2,2,1,2,Moderately Old,225.0,0,0,0,0,0,0,12
flat,supertech hues,sector 68,0.9,7627,2,2,2,1,New Property,1311.0,0,0,0,0,0,0,44
flat,tulip violet,sector 69,1.75,8706,4,4,2,10,Relatively New,1819.0,0,0,0,0,0,2,109
flat,signature global solera,sector 107,0.28,5622,2,2,2,14,Relatively New,543.0,0,0,0,0,0,0,38
flat,bestech park view residency,sector 2,1.51,7889,3,4,3+,8,Moderately Old,1738.0,0,1,0,0,0,0,92
flat,the serenas,sector 36,0.42,7910,2,2,1,3,New Property,590.0,0,0,0,0,0,0,0
flat,ramprastha primera,sector 37d,1.1,6111,3,3,3,6,Relatively New,1700.0,0,0,0,0,0,0,149
flat,rof ananda,sector 95,0.2,5602,1,1,1,2,Relatively New,407.0,0,0,0,1,0,0,53
flat,aipl the peaceful homes,sector 70a,2.5,11628,3,3,3+,15,Relatively New,1723.0,0,0,0,0,1,2,174
flat,puri diplomatic greens,sector 111,2.25,13235,3,3,2,12,Relatively New,1538.0,0,0,0,0,0,0,101
flat,chd avenue,sector 71,1.1,6104,3,4,3,3,Moderately Old,1631.0,0,1,0,0,0,0,26
flat,breez global heights,sohna road,0.42,6422,2,2,2,2,New Property,564.0,0,0,0,0,0,0,73
flat,bestech park view grand spa,sector 81,2.25,8459,3,4,3+,8,Relatively New,2300.0,1,1,1,0,0,2,122
flat,eldeco accolade,sohna road,0.66,5181,2,2,3,12,Relatively New,978.0,0,0,0,1,0,0,49
flat,ss the leaf,sector 85,2.0,11869,3,4,3,5,Relatively New,2026.0,0,1,0,0,0,0,156
flat,shyamkunj ashok vihar pahse 2,sector 3 phase 2,0.3,4444,2,2,1,1,Relatively New,750.0,0,0,0,0,0,0,21
flat,aipl zen residences,sector 70a,1.82,10997,3,3,3,12,Relatively New,1600.0,0,0,0,0,0,0,108
flat,m3m woodshire,sector 107,0.9,6589,2,2,3+,4,Relatively New,1236.0,0,0,0,0,0,0,21
flat,shri ram apartments,sector 4,0.46,5111,2,2,1,1,Relatively New,1000.0,0,0,0,0,0,2,69
flat,dlf the ultima,sector 81,2.26,10762,3,4,3+,17,New Property,1900.0,0,1,0,0,0,1,174
flat,orris carnation residency,sector 85,0.55,5789,2,2,2,5,Relatively New,1050.0,0,0,0,0,1,0,174
flat,valley view estate,gwal pahari,1.5,8278,4,4,3+,9,Old Property,2013.0,1,1,0,0,1,0,135
flat,adani brahma samsara vilasa,sector 63,3.35,16470,3,3,3+,3,New Property,2034.0,0,0,0,0,0,2,16
flat,indiabulls centrum park,sector 103,1.15,7765,2,2,3,8,Relatively New,1250.0,1,0,0,0,0,2,135
flat,orris carnation residency,sector 85,0.88,5954,3,3,1,1,Relatively New,1344.0,0,0,0,0,0,0,65
flat,dlf new town heights,sector 91,2.0,6966,4,4,3+,16,Moderately Old,2468.0,1,1,0,1,0,0,65
flat,emaar mgf emerald floors premier,sector 65,2.8,16970,3,3,2,3,Relatively New,1650.0,0,1,0,0,0,0,105
flat,ambience creacions,sector 22,3.5,19444,3,4,3+,8,New Property,2000.0,0,1,0,0,0,2,57
flat,smart world orchard,sector 61,1.58,13739,2,2,2,3,New Property,1278.0,1,0,0,0,0,0,15
flat,dlf regal gardens,sector 90,1.29,9021,3,3,3,7,Relatively New,1540.0,1,0,0,0,0,0,174
flat,ss the leaf,sector 85,1.05,6402,2,2,3,11,Relatively New,1484.0,0,0,0,0,0,0,44
flat,hcbs sports ville,sohna road,0.22,4603,1,1,1,9,Relatively New,477.809521,0,0,0,0,0,2,44
flat,birla navya,sector 63a,3.15,14631,3,3,3,4,New Property,2153.0,0,0,0,0,1,0,44
flat,tulip white,sector 69,0.91,6863,3,2,2,12,Moderately Old,1473.0,0,0,0,0,0,0,43
flat,mittal surya vihar,sector 21,1.4,5833,5,4,2,2,Moderately Old,2172.0,0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.45,14174,3,3,3,10,Relatively New,1315.0,0,1,0,0,0,0,165
flat,pivotal devaan,sector 84,0.27,7965,1,1,1,13,Relatively New,387.0,0,0,0,0,0,1,45
flat,ireo skyon,sector 60,2.85,13936,3,4,3+,5,Relatively New,2045.0,0,1,0,0,0,2,174
flat,ansal heights,sector 92,0.72,4500,3,3,3,9,Relatively New,1700.0,0,1,0,0,0,0,49
flat,umang monsoon breeze,sector 78,0.9,4615,3,3,2,1,Moderately Old,1900.0,0,1,0,1,0,0,65
flat,ild greens,sector 37c,1.05,7500,3,3,3,4,New Property,1500.0,0,0,0,0,0,2,5
flat,pyramid urban,sector 67a,0.56,7932,2,2,2,0,Relatively New,778.0,0,0,0,0,1,0,49
house,independent,sector 12,0.38,4222,3,3,3,3,Relatively New,900.0,0,0,0,0,0,0,0
flat,vatika city,sector 49,2.65,11773,3,4,3,11,Moderately Old,2251.0,0,1,0,1,0,2,140
house,independent,sector 43,7.85,29074,9,9,3+,3,Relatively New,2700.0,1,1,0,1,1,1,49
flat,shree vardhman victoria,sector 70,1.6,8205,3,5,3,6,Relatively New,1527.0,0,1,0,0,0,0,108
flat,bestech spa signature,sector 81,4.4,12571,4,4,3+,6,New Property,3700.0,1,1,0,1,1,1,49
flat,chd avenue,sector 71,1.15,6527,3,3,2,15,Moderately Old,1541.0,0,1,0,0,0,2,66
house,independent,sector 27,8.0,26298,9,9,3,4,Relatively New,3042.0,1,1,1,1,0,1,110
flat,emaar mgf emerald floors premier,sector 65,2.5,15152,3,3,3,3,Relatively New,1493.0,1,1,0,0,0,0,15
flat,pareena coban residences,sector 99a,1.02,8793,2,2,3,3,Relatively New,1430.0,1,0,0,0,0,0,174
flat,eldeco accolade,sohna road,0.71,4907,2,2,3+,10,Relatively New,1131.0,1,0,0,0,0,0,49
house,independent,sector 28,11.75,41315,4,5,3+,4,Relatively New,2844.0,1,1,1,0,0,2,54
flat,godrej,sector 79,1.29,8206,2,2,3,4,New Property,1423.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,2.28,10842,3,3,3+,14,Relatively New,1750.0,0,1,0,0,0,1,49
house,Spaze Privy3.9 ?,sector 72,3.09,6981,5,5,3+,14,Relatively New,3653.0,0,1,0,0,0,2,33
flat,experion the heartsong,sector 108,0.98,13351,2,3,3,4,Relatively New,978.23,1,0,0,0,0,0,135
house,Vipul Tatvam Villa,sector 48,7.65,19125,4,4,3,2,Moderately Old,4000.0,1,1,0,0,1,0,49
flat,navjyoti apartment,sector 38,2.1,11939,4,4,3+,10,Old Property,1954.0,0,0,0,0,0,1,22
flat,tata primanti,sector 72,3.19,12152,4,5,3+,20,Relatively New,2376.0,0,1,0,0,0,2,159
house,independent,sector 8,0.82,10224,2,4,0,2,Moderately Old,891.0,0,0,0,0,0,0,0
flat,unitech uniworld gardens,sector 47,2.4,11505,3,4,3+,10,Moderately Old,1916.0,0,1,0,0,0,0,103
flat,dlf royalton tower,sector 43,6.5,22109,4,5,2,8,Relatively New,2661.0,0,1,0,0,0,0,15
house,International City by SOBHA Phase 2,sector 109,9.4,26111,5,6,3+,2,Relatively New,3600.0,1,1,1,1,0,2,147
flat,ats marigold,sector 89,1.7,9714,3,3,3+,8,Under Construction,1944.0,1,0,0,0,0,0,65
flat,bestech park view sanskruti,sector 92,1.6,8020,3,4,3+,10,Relatively New,1615.0,0,1,0,0,1,2,174
flat,ss the leaf,sector 85,1.91,5026,4,6,3,6,Relatively New,3890.0,0,1,0,0,0,0,174
flat,smart world gems,sector 89,0.88,7978,2,2,0,2,New Property,1103.0,0,0,0,0,0,0,45
house,Suncity Township4.1 ?,sector 54,2.0,3440,9,9,3,11,Relatively New,60.0,0,1,0,0,0,1,7
flat,alpha corp gurgaonone,sector 84,1.52,7904,3,4,3,15,Relatively New,1703.0,0,1,0,0,0,0,92
flat,signature global park 4,sector 36,0.85,11333,3,2,3,1,New Property,833.0,0,0,0,0,0,0,33
flat,la vida by tata housing,sector 113,2.33,12534,3,3,3,3,New Property,2098.0,0,1,0,0,0,0,174
flat,signature global orchard avenue,sector 93,0.36,6716,2,2,2,6,Relatively New,604.0,0,0,0,0,0,0,16
house,independent,sector 36,0.75,6938,3,1,0,1,New Property,1081.0,0,0,0,0,0,0,0
flat,ireo victory valley,sector 67,3.05,16267,3,4,2,35,Relatively New,2200.0,1,1,0,0,0,2,165
house,independent,sector 3,0.6,6000,1,1,0,1,Moderately Old,1000.0,0,0,0,0,0,0,0
house,independent,sector 2,19.5,27083,8,9,3+,2,New Property,7200.0,1,1,0,1,0,0,122
flat,dlf the skycourt,sector 86,1.5,7895,3,3,1,16,Relatively New,1719.0,0,0,0,0,1,0,49
flat,breez global heights,sector 36,0.24,5825,1,1,1,8,New Property,458.0,0,0,0,0,0,0,57
flat,tulip violet,sector 69,1.7,8433,4,4,2,10,New Property,1819.0,0,0,0,0,0,0,125
flat,bptp astaire gardens,sector 70a,1.6,8658,4,4,3,1,Relatively New,1600.0,1,0,0,0,1,0,42
flat,signature global park,sohna road,0.83,7411,3,2,2,1,New Property,1244.0,0,0,0,0,0,0,16
house,independent,sector 14,7.5,16600,3,3,2,1,Old Property,4518.0,1,1,0,1,0,2,27
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10040,2,2,2,10,Relatively New,1100.0,0,0,0,0,0,0,108
house,independent,sector 26,15.0,33201,5,6,3+,3,Moderately Old,4518.0,1,1,1,1,0,2,78
flat,ashiana anmol,sohna road,0.99,8216,2,2,2,6,New Property,1045.0,0,0,0,0,0,0,49
flat,emaar palm gardens,sector 83,1.75,9211,3,3,3,6,Relatively New,1600.0,0,1,0,0,0,2,174
house,independent,sector 25,9.0,28490,10,10,3,3,Old Property,3159.0,0,0,0,1,0,2,64
flat,emaar mgf emerald estate,sector 65,1.42,13922,2,2,2,6,Relatively New,1010.0,1,0,0,0,0,2,174
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,10799,3,3,3,9,Relatively New,1676.0,0,0,0,0,0,0,49
flat,emaar mgf the palm drive,sector 66,3.0,14286,4,5,3+,10,Relatively New,2100.0,0,1,0,0,0,2,49
flat,tata primanti,sector 72,6.75,19286,4,4,3+,0,New Property,4000.0,0,1,0,0,0,2,174
house,independent,sector 3 phase 3 extension,0.7,7007,2,3,1,1,Relatively New,999.0,0,0,1,1,0,0,29
flat,dlf new town heights,sector 90,1.21,6244,3,3,3+,7,Relatively New,1929.0,0,1,0,1,0,0,127
flat,imperia the esfera,sector 37c,0.99,5500,3,3,1,10,New Property,1643.0,0,1,0,0,0,0,49
flat,sbr apartment,manesar,0.68,4456,3,3,3,2,Moderately Old,1526.0,0,0,0,0,0,0,0
flat,m3m golf hills phase 1,sector 79,1.7,10828,3,2,3,10,Relatively New,1570.0,0,0,0,0,0,0,0
house,independent,sector 7,1.0,8818,2,2,0,0,Old Property,126.0,1,0,0,0,0,0,7
flat,conscient heritage max,sector 102,1.82,9010,3,4,3+,12,Relatively New,1757.0,0,1,0,0,0,0,101
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227,3,3,3,1,Relatively New,1531.0,0,0,0,0,0,0,100
flat,ambience lagoon,sector 24,5.8,12500,3,4,3+,9,Old Property,3700.0,1,1,0,1,1,1,68
house,independent,sector 7,1.15,8519,5,3,2,2,Old Property,1350.0,0,0,0,1,0,0,15
flat,pyramid urban homes 2,sector 86,0.43,8583,2,2,1,6,New Property,557.0,0,0,0,0,1,0,72
flat,bestech park view ananda,sector 81,0.9,6618,2,2,3,8,New Property,1231.0,0,0,0,0,1,0,60
house,independent,sector 26,16.0,35556,5,6,3,2,Old Property,4500.0,0,0,0,0,0,0,0
house,independent,sector 43,5.75,23663,4,4,2,4,New Property,2430.0,0,1,1,0,0,1,153
flat,dlf new town heights,sector 90,1.25,6477,3,3,3+,17,Relatively New,1700.0,0,1,0,1,0,0,65
flat,godrej aria,sector 79,1.7,7427,3,4,3+,6,New Property,1659.0,0,1,0,0,0,0,81
flat,dlf the ultima,sector 81,2.34,11185,3,4,3+,14,Relatively New,1760.0,0,1,0,0,0,1,174
flat,sbr minda sec-1 imt manesar,manesar,0.64,4194,3,2,3+,6,Old Property,1696.0,0,0,0,0,0,0,51
flat,pareena coban residences,sector 99a,1.23,6159,3,5,3,5,Relatively New,1807.0,0,1,0,0,0,0,99
flat,vatika lifestyle homes,sector 83,1.04,5699,3,2,2,2,Moderately Old,1500.0,0,0,0,0,0,0,95
house,independent,sector 39,0.34,7556,1,1,1,1,Relatively New,450.0,0,0,0,0,0,0,0
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086,3,2,2,15,New Property,1175.0,0,0,0,0,0,0,25
flat,sidhivinayak apartments,sector 55,1.9,10556,4,3,3+,9,Moderately Old,2000.0,0,0,0,1,0,1,35
flat,vatika city,sector 49,1.72,7818,3,3,2,2,Old Property,2444.0,0,0,0,0,0,2,144
flat,smart world gems,sector 89,1.05,9519,2,2,2,4,Under Construction,1103.0,1,0,0,0,1,0,38
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,13998,3,3,3,15,New Property,1653.0,0,0,0,0,0,0,151
flat,dlf new town heights,sector 90,1.15,5959,3,3,3+,9,Relatively New,1747.0,0,1,0,1,0,0,88
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475,2,2,2,0,New Property,1017.0,0,0,0,0,0,0,49
house,independent,sector 25,10.5,29022,5,5,3,3,Moderately Old,3618.0,1,1,0,1,0,0,42
house,independent,sector 23,2.8,17983,5,5,3+,2,Old Property,1557.0,0,0,0,1,0,2,74
flat,dlf regal gardens,sector 90,1.78,8040,4,4,3+,12,Relatively New,2005.0,0,0,0,0,0,0,61
flat,m3m urbana,sector 67,0.95,10894,1,1,1,17,Relatively New,826.0,0,0,0,0,0,0,49
flat,orris aster court premier,sector 85,1.5,5859,4,5,3+,6,New Property,2017.0,0,1,0,0,0,2,28
flat,m3m skycity,sector 65,2.0,15267,2,2,2,16,New Property,1186.0,0,0,0,0,0,2,174
flat,emaar gurgaon greens,sector 102,1.42,8606,3,3,3,7,Relatively New,1315.0,0,1,0,0,0,0,128
flat,ireo skyon,sector 60,3.05,12788,3,3,3,9,Relatively New,2300.0,0,1,0,0,0,2,165
house,RWA Sector 46,sector 46,4.5,24390,6,6,3+,3,Moderately Old,1845.0,0,0,1,0,0,2,80
flat,m3m golfestate,sector 65,4.95,15906,3,3,3,10,Relatively New,2816.0,0,1,0,0,0,2,82
flat,ats triumph,sector 104,2.6,8814,4,4,3+,16,Relatively New,3064.0,0,1,0,0,0,2,150
flat,rof ananda,sector 95,0.55,5500,3,2,2,14,New Property,866.0,1,0,0,0,0,1,30
flat,shree vardhman flora,sector 90,0.75,5769,2,2,3,8,Relatively New,1444.0,0,0,0,0,0,0,60
flat,m3m soulitude,sector 89,1.25,8784,3,3,0,4,New Property,1423.0,0,0,0,0,0,0,61
flat,dlf regal gardens,sector 90,1.25,10417,3,3,3,18,Moderately Old,1437.0,0,1,0,0,0,0,100
flat,unitech south park,sector 70,1.13,7001,3,3,2,1,New Property,1457.0,0,0,0,0,0,0,46
flat,godrej,sector 79,1.47,16261,2,2,3,9,New Property,93.0,1,0,0,0,0,0,99
flat,aditya apartment,manesar,1.0,4032,3,4,0,3,New Property,2480.0,0,0,0,0,0,0,0
flat,cghs airport apartment,sector 47,1.8,6000,4,4,3+,4,Moderately Old,2857.0,0,0,1,0,0,2,120
flat,lavanya apartments,sector 81,0.9,5056,3,3,0,7,Relatively New,1780.0,0,0,0,0,0,0,0
house,independent,sector 45,8.5,26235,5,4,2,1,Moderately Old,3240.0,0,1,0,1,0,2,49
house,shivpuri,sector 7,2.4,8889,10,5,3,2,Old Property,2700.0,1,1,0,1,0,0,8
flat,project krishna colony,sector 7,0.36,5143,2,2,1,0,Relatively New,700.0,0,0,0,0,0,0,0
flat,sare crescent parc,sector 92,0.5,5000,2,2,3,2,Moderately Old,905.0,0,0,0,0,0,0,38
flat,ss the leaf,sector 85,1.3,7780,2,2,3+,16,Relatively New,1406.0,0,0,1,0,0,0,148
flat,aipl club residences,sector 70a,0.85,9140,2,2,2,5,Relatively New,842.0,0,0,0,0,0,2,45
flat,ss the leaf,sector 85,1.18,10727,2,2,3,9,Relatively New,1700.0,1,0,0,0,0,2,150
flat,paras dews,sector 106,1.35,7297,4,4,3+,18,Relatively New,2100.0,0,1,0,1,0,2,174
house,Naman Residency,sector 4,0.5,11111,2,2,2,2,New Property,450.0,1,1,0,1,1,0,14
flat,godrej oasis,sector 88a,1.4,7568,3,3,3+,4,Relatively New,1674.0,0,0,0,0,0,2,38
flat,emaar mgf emerald floors,sector 65,2.6,15758,3,3,3+,3,Relatively New,1650.0,0,0,0,0,0,0,0
flat,dlf the primus,sector 82a,2.55,11219,4,4,3+,14,Relatively New,2273.0,0,0,0,0,0,1,44
flat,prime habitat,sector 99a,0.27,5433,2,2,1,4,New Property,552.0,0,0,0,0,0,0,7
house,huda sector-56 gurgaon,sector 56,3.6,24845,5,5,3+,3,Moderately Old,1449.0,0,0,0,0,1,0,47
house,independent,sector 49,4.45,15451,6,6,3,3,Moderately Old,2880.0,1,1,1,1,0,1,152
flat,smart world orchard,sector 61,1.6,13913,2,2,2,4,New Property,1278.0,1,0,0,0,1,0,29
flat,godrej nature plus,sector 33,1.62,13978,3,4,3+,3,New Property,129.42,0,1,0,0,0,0,100
flat,godrej summit premia towers,sector 104,0.9,7149,2,2,0,16,Relatively New,1259.0,0,0,0,0,0,0,0
flat,mahindra aura,sector 110,1.8,8815,3,3,3+,7,Relatively New,1850.0,0,1,0,0,0,2,136
flat,emaar mgf the palm drive,sector 66,1.51,15130,2,2,2,5,Relatively New,1188.0,0,0,0,1,0,2,82
flat,signature global park,sohna road,0.54,7200,2,2,2,4,Under Construction,833.0,0,0,0,0,0,0,111
house,International City by SOBHA Phase 2,sector 109,5.65,10463,4,4,3+,2,New Property,5400.0,0,1,0,0,1,2,44
flat,conscient heritage max,sector 102,2.15,10005,3,4,3+,18,Relatively New,1945.0,1,1,0,0,0,2,134
house,International City by Sobha Phase 1,sector 109,6.15,27333,5,5,3+,3,Relatively New,2250.0,0,1,1,1,0,2,130
flat,antriksh heights,sector 84,0.69,5111,2,2,3+,8,Relatively New,1222.0,1,0,0,0,0,0,59
flat,m3m skywalk,sector 74,1.55,13790,2,2,3+,18,Relatively New,1300.0,0,0,0,0,1,0,137
flat,pareena mi casa,sector 68,1.7,8500,4,4,3+,23,New Property,1809.0,0,0,0,0,0,0,88
flat,parsvnath exotica,sector 53,5.0,17271,3,4,3+,8,Relatively New,2500.0,0,1,0,1,1,2,49
flat,mapsko mount ville,sector 79,1.85,9640,3,4,3,21,New Property,1643.0,0,1,0,1,0,0,49
flat,ansal housing highland park,sector 103,0.88,6428,2,2,3,3,New Property,1232.0,0,0,0,0,0,0,52
flat,the roselia 2,sector 95,0.45,6475,2,2,2,19,New Property,695.0,0,0,0,0,0,0,0
flat,signature global park 4,sector 36,0.82,7586,3,2,3,2,New Property,1201.0,0,0,0,0,0,0,24
flat,shree vardhman flora,sector 90,1.25,4854,4,4,3,10,Relatively New,2861.0,1,0,0,1,0,0,174
flat,dlf regal gardens,sector 90,1.15,6326,3,3,3+,18,Relatively New,1645.0,0,0,0,1,0,2,130
flat,shree vardhman victoria,sector 70,1.1,8462,2,2,2,8,Relatively New,1444.0,0,0,0,0,0,0,101
flat,whiteland blissville,sector 76,1.9,11364,3,3,2,0,Under Construction,1513.0,0,0,0,0,0,0,61
house,jacob pura,sector 12,0.35,9722,2,1,0,0,Old Property,360.0,0,0,0,0,0,0,0
flat,mittal surya vihar,sector 21,0.8,7080,2,2,2,6,Old Property,1256.0,0,0,0,0,0,0,0
flat,adani aangan arcade,sector 88a,0.45,7200,2,2,1,3,New Property,694.0,0,0,0,0,0,0,14
flat,apex our homes,sector 37c,0.38,4108,2,2,1,9,Relatively New,925.0,0,0,0,0,0,0,65
flat,vatika gurgaon,sector 83,1.33,5565,4,4,3,3,Relatively New,2193.0,0,1,0,0,0,0,26
flat,ats tourmaline,sector 109,1.4,8000,3,3,3+,8,Relatively New,1466.0,0,0,1,0,0,0,119
